employee_id,user_id,name,gender,blood_group,marital_status,national_id,tin_number,phone_number,personal_email,work_email,present_address,permanent_address,university,degree,cgpa,dept_id,job_id,job_title,job_level,work_mode,joining_date,status,exit_date,exit_reason,current_salary,manager_id,dob
80,User_80,Sabbir Sheikh,Male,B+,Divorced,19801129781862,750114787307,8801540779258,sabbir.sheikh25@gmail.com,sabbir.sheikh80@banglabazaar.com,"House 147, Road 25, Gulshan, Dhaka","Village: Sheikhpur, District: Pabna",SUST,M.Com,2.63,2,204,Logistics Manager,4,Hybrid,2021-05-23,Active,,,138607,,1983-05-12
81,User_81,Pilot Chowdhury,Male,B+,Single,19825333899827,116460513691,8801910710372,pilot.chowdhury66@gmail.com,pilot.chowdhury81@banglabazaar.com,"House 27, Road 22, Bashundhara, Dhaka","Village: Chowdhurypur, District: Rangpur",Chittagong University,BSc in CSE,3.28,4,402,Sales Executive,2,Hybrid,2021-10-09,Active,,,43281,126.0,1994-02-10
82,User_82,Hassan Molla,Male,B+,Married,19958480369962,154232210714,8801888140088,hassan.molla41@gmail.com,hassan.molla82@banglabazaar.com,"House 29, Road 10, Bashundhara, Dhaka","Village: Mollapur, District: Jessore",AIUB,MBA,3.13,6,601,Support Staff,1,On-Site,2021-07-20,Active,,,17634,,1995-10-11
83,User_83,Nannu Patwary,Male,O+,Single,20011667919267,857175125094,8801756195654,nannu.patwary65@gmail.com,nannu.patwary83@banglabazaar.com,"House 141, Road 12, Baridhara, Dhaka","Village: Patwarypur, District: Dhaka",BRAC University,BBA,3.13,3,301,Production Assistant,1,On-Site,2020-03-11,Resigned,2023-02-08,Better Salary,15598,,1996-09-24
84,User_84,Arif Mridha,Male,B+,Married,19851951130829,755071194476,8801779954039,arif.mridha37@gmail.com,arif.mridha84@banglabazaar.com,"House 8, Road 24, Baridhara, Dhaka","Village: Mridhapur, District: Jessore",BRAC University,MBA,2.67,6,601,Support Staff,1,On-Site,2021-02-05,Active,,,18064,,1996-12-06
85,User_85,Babar Mia,Male,A+,Married,19934871271131,311608506637,8801917213287,babar.mia40@gmail.com,babar.mia85@banglabazaar.com,"House 43, Road 15, Dhanmondi, Dhaka","Village: Miapur, District: Chittagong",East West University,BSS in Economics,3.27,3,304,Production Supervisor,3,On-Site,2021-05-30,Active,,,86294,,1991-01-18
86,User_86,Tanvir Sarkar,Male,O+,Married,19989664421404,191465432039,8801967461992,tanvir.sarkar55@gmail.com,tanvir.sarkar86@banglabazaar.com,"House 53, Road 26, Bashundhara, Dhaka","Village: Sarkarpur, District: Mymensingh",Rajshahi University,MSc in CSE,3.47,4,401,Sales Associate,1,Hybrid,2022-10-15,Active,,,22227,,1996-11-19
87,User_87,Zahid Pramanik,Male,O+,Single,19863145172659,825373470827,8801817979499,zahid.pramanik89@gmail.com,zahid.pramanik87@banglabazaar.com,"House 49, Road 8, Mohammadpur, Dhaka","Village: Pramanikpur, District: Sylhet",BUET,B.Sc in EEE,2.71,2,201,Warehouse Associate,1,Hybrid,2021-07-07,Active,,,21054,,1997-07-26
88,User_88,Nayeem Bhuiyan,Male,A+,Married,19817305532330,109541474170,8801812758328,nayeem.bhuiyan43@gmail.com,nayeem.bhuiyan88@banglabazaar.com,"House 102, Road 28, Malibagh, Dhaka","Village: Bhuiyanpur, District: Tangail",East West University,B.Com,3.43,4,401,Sales Associate,1,Hybrid,2017-04-08,Active,,,25153,,1994-08-22
89,User_89,Taskin Gazi,Male,B+,Married,19898882345910,491536092939,8801954527661,taskin.gazi37@gmail.com,taskin.gazi89@banglabazaar.com,"House 6, Road 18, Dhanmondi, Dhaka","Village: Gazipur, District: Rajshahi",IUB,B.Sc in EEE,2.81,1,101,IT Support Specialist,1,Hybrid,2016-12-06,Active,,,31777,,1993-04-27
90,User_90,Fargana Das,Female,O+,Married,19989464714261,232677947946,8801949108855,fargana.das81@gmail.com,fargana.das90@banglabazaar.com,"House 102, Road 14, Gulshan, Dhaka","Village: Daspur, District: Comilla",BRAC University,MBA,3.57,3,303,Quality Control Engineer,2,On-Site,2023-03-16,Active,,,45062,1221.0,1995-06-08
91,User_91,Jamil Sarkar,Male,A+,Single,19907858482659,625296788934,8801782756225,jamil.sarkar48@gmail.com,jamil.sarkar91@banglabazaar.com,"House 66, Road 17, Mirpur, Dhaka","Village: Sarkarpur, District: Dhaka",SUST,BBA,2.55,5,503,HR Manager,4,Hybrid,2021-03-30,Active,,,134867,957.0,1980-11-30
92,User_92,Jannat Khandaker,Female,O+,Married,19966403871922,988610804716,8801338195406,jannat.khandaker51@gmail.com,jannat.khandaker92@banglabazaar.com,"House 51, Road 1, Mohammadpur, Dhaka","Village: Khandakerpur, District: Chittagong",North South University,B.Sc in EEE,3.92,4,402,Sales Executive,2,Hybrid,2017-12-26,Active,,,44258,338.0,1989-05-08
93,User_93,Farhan Majumder,Male,O+,Single,19853640225426,161988734145,8801634947818,farhan.majumder67@gmail.com,farhan.majumder93@banglabazaar.com,"House 149, Road 15, Baridhara, Dhaka","Village: Majumderpur, District: Tangail",SUST,BBA,3.59,2,201,Warehouse Associate,1,Hybrid,2021-10-26,Active,,,20069,,1996-11-02
94,User_94,Nahida Marma,Female,B+,Married,19942083325064,429303821696,8801347215307,nahida.marma17@gmail.com,nahida.marma94@banglabazaar.com,"House 7, Road 10, Dhanmondi, Dhaka","Village: Marmapur, District: Khulna",Chittagong University,B.Com,3.79,5,501,Admin Assistant,1,Hybrid,2015-03-11,Resigned,2016-10-16,Personal Issue,25592,,1991-10-27
95,User_95,Babar Bhuiyan,Male,A+,Married,19908504414828,832319008907,8801543270154,babar.bhuiyan68@gmail.com,babar.bhuiyan95@banglabazaar.com,"House 32, Road 2, Badda, Dhaka","Village: Bhuiyanpur, District: Jessore",Rajshahi University,BSS in Economics,2.72,3,301,Production Assistant,1,On-Site,2021-06-09,Active,,,15079,,1997-12-28
96,User_96,Sajid Khan,Male,B+,Single,19968805181610,196501896682,8801466643275,sajid.khan68@gmail.com,sajid.khan96@banglabazaar.com,"House 33, Road 1, Uttara, Dhaka","Village: Khanpur, District: Barisal",East West University,MBA,2.58,6,601,Support Staff,1,On-Site,2021-02-21,Active,,,17819,,1996-04-21
97,User_97,Nigar Roy,Female,A-,Married,19877247562082,241654299392,8801549673695,nigar.roy32@gmail.com,nigar.roy97@banglabazaar.com,"House 69, Road 27, Dhanmondi, Dhaka","Village: Roypur, District: Barisal",AIUB,M.Com,2.78,4,401,Sales Associate,1,Hybrid,2021-02-04,Resigned,2023-05-13,Better Salary,24552,,1997-08-18
98,User_98,Mashrafe Rahman,Male,B+,Married,19859567296109,810654610226,8801945314742,mashrafe.rahman24@gmail.com,mashrafe.rahman98@banglabazaar.com,"House 147, Road 13, Rampura, Dhaka","Village: Rahmanpur, District: Tangail",AIUB,B.Com,2.86,2,201,Warehouse Associate,1,Hybrid,2019-06-25,Active,,,22260,,1994-08-15
99,User_99,Sadia Barua,Female,O+,Single,19804562387637,302740468596,8801753721158,sadia.barua25@gmail.com,sadia.barua99@banglabazaar.com,"House 62, Road 3, Mohammadpur, Dhaka","Village: Baruapur, District: Chittagong",Rajshahi University,MBA,2.55,5,503,HR Manager,4,Hybrid,2015-02-15,Active,,,129083,850.0,1972-09-09
100,User_100,Shabnam Pramanik,Female,B+,Single,19885026352230,803034325841,8801529326496,shabnam.pramanik91@gmail.com,shabnam.pramanik100@banglabazaar.com,"House 28, Road 2, Rampura, Dhaka","Village: Pramanikpur, District: Pabna",Rajshahi University,BSc in CSE,2.54,6,601,Support Staff,1,On-Site,2018-04-14,Active,,,17084,,1995-10-18
101,User_101,Monira Marma,Female,B-,Married,20011108233548,689106061584,8801851487625,monira.marma27@gmail.com,monira.marma101@banglabazaar.com,"House 123, Road 12, Gulshan, Dhaka","Village: Marmapur, District: Khulna",SUST,BBA,3.62,5,502,Talent Acquisition Specialist,2,Hybrid,2021-12-13,Active,,,53966,350.0,1996-01-31
102,User_102,Salma Bhuiyan,Female,O+,Single,19808619340593,981699343753,8801479582277,salma.bhuiyan40@gmail.com,salma.bhuiyan102@banglabazaar.com,"House 115, Road 17, Mohammadpur, Dhaka","Village: Bhuiyanpur, District: Noakhali",Chittagong University,B.Sc in EEE,2.75,1,101,IT Support Specialist,1,Hybrid,2020-11-14,Active,,,30944,,1998-09-25
103,User_103,Akram Hossain,Male,A+,Single,19959121144051,589605482299,8801937038601,akram.hossain30@gmail.com,akram.hossain103@banglabazaar.com,"House 34, Road 6, Rampura, Dhaka","Village: Hossainpur, District: Mymensingh",Rajshahi University,MBA,2.75,1,101,IT Support Specialist,1,Hybrid,2020-11-13,Active,,,30494,,1995-01-24
104,User_104,Tanvir Haque,Male,A-,Married,19814390929257,563994462059,8801363684087,tanvir.haque59@gmail.com,tanvir.haque104@banglabazaar.com,"House 10, Road 10, Gulshan, Dhaka","Village: Haquepur, District: Chittagong",AUST,BSS in Economics,2.93,3,301,Production Assistant,1,On-Site,2015-10-03,Active,,,16935,,1992-06-13
105,User_105,Jannat Gazi,Female,O-,Married,19995110538565,528602936801,8801418298287,jannat.gazi14@gmail.com,jannat.gazi105@banglabazaar.com,"House 98, Road 27, Mohammadpur, Dhaka","Village: Gazipur, District: Comilla",North South University,BBA,3.58,3,301,Production Assistant,1,On-Site,2018-05-21,Resigned,2020-12-08,Better Salary,16345,,1996-01-30
106,User_106,Nigar Howlader,Female,A+,Married,19996166297385,267785320977,8801582743590,nigar.howlader44@gmail.com,nigar.howlader106@banglabazaar.com,"House 105, Road 22, Mirpur, Dhaka","Village: Howladerpur, District: Tangail",AUST,BSS in Economics,3.67,6,601,Support Staff,1,On-Site,2017-11-07,Active,,,17223,,1995-05-06
107,User_107,Rabeya Gazi,Female,B+,Married,19922900731458,500821743289,8801436565120,rabeya.gazi33@gmail.com,rabeya.gazi107@banglabazaar.com,"House 31, Road 1, Rampura, Dhaka","Village: Gazipur, District: Bogra",IUB,MBA,3.83,6,602,Senior Technician,2,On-Site,2020-09-04,Active,,,39899,512.0,1993-09-04
108,User_108,Fahima Uddin,Female,A+,Single,19971832185256,836305589031,8801457276062,fahima.uddin96@gmail.com,fahima.uddin108@banglabazaar.com,"House 65, Road 22, Uttara, Dhaka","Village: Uddinpur, District: Rajshahi",IUB,BSS in Economics,2.99,5,503,HR Manager,4,Hybrid,2023-07-17,Active,,,131165,850.0,1986-12-10
109,User_109,Sabbir Akond,Male,A+,Married,19888094883897,239919556178,8801561962979,sabbir.akond35@gmail.com,sabbir.akond109@banglabazaar.com,"House 13, Road 5, Mirpur, Dhaka","Village: Akondpur, District: Tangail",North South University,BSS in Economics,2.65,3,301,Production Assistant,1,On-Site,2022-09-10,Active,,,15731,,1998-10-04
110,User_110,Sharmin Roy,Female,AB+,Married,19973127863807,621709006882,8801693326290,sharmin.roy87@gmail.com,sharmin.roy110@banglabazaar.com,"House 69, Road 21, Mohammadpur, Dhaka","Village: Roypur, District: Faridpur",North South University,BBA,2.87,6,601,Support Staff,1,On-Site,2019-02-21,Resigned,2022-01-29,Better Salary,16589,,1996-07-13
111,User_111,Nusrat Pal,Female,A+,Married,19883256899670,732722917828,8801349286959,nusrat.pal77@gmail.com,nusrat.pal111@banglabazaar.com,"House 44, Road 2, Uttara, Dhaka","Village: Palpur, District: Dhaka",North South University,B.Sc in EEE,2.66,3,301,Production Assistant,1,On-Site,2021-11-11,Active,,,15335,,1999-07-10
112,User_112,Sonia Marma,Female,O+,Single,19969119757557,871202654938,8801720317112,sonia.marma55@gmail.com,sonia.marma112@banglabazaar.com,"House 13, Road 1, Bashundhara, Dhaka","Village: Marmapur, District: Pabna",North South University,B.Sc in EEE,3.17,4,402,Sales Executive,2,Hybrid,2018-04-25,Resigned,2020-01-08,Better Salary,43848,37.0,1992-03-04
113,User_113,Masud Alam,Male,O+,Single,19915268948460,442753882409,8801311039423,masud.alam28@gmail.com,masud.alam113@banglabazaar.com,"House 10, Road 2, Badda, Dhaka","Village: Alampur, District: Tangail",Rajshahi University,B.Com,3.36,3,301,Production Assistant,1,On-Site,2017-03-22,Resigned,2020-06-20,Personal Issue,16182,,1993-10-15
114,User_114,Suraiya Molla,Female,O+,Married,19843691526700,876259376838,8801584226512,suraiya.molla74@gmail.com,suraiya.molla114@banglabazaar.com,"House 85, Road 16, Uttara, Dhaka","Village: Mollapur, District: Tangail",Rajshahi University,BBA,2.7,2,202,Procurement Officer,2,Hybrid,2021-04-11,Active,,,49425,1047.0,1992-09-21
115,User_115,Jahanara Uddin,Female,O+,Single,19838002020869,931634715897,8801346762671,jahanara.uddin47@gmail.com,jahanara.uddin115@banglabazaar.com,"House 14, Road 10, Badda, Dhaka","Village: Uddinpur, District: Khulna",Dhaka University,M.Com,3.03,3,301,Production Assistant,1,On-Site,2019-08-03,Active,,,15020,,1994-11-22
116,User_116,Arif Pramanik,Male,B+,Married,20019727605858,806915735213,8801945098366,arif.pramanik77@gmail.com,arif.pramanik116@banglabazaar.com,"House 35, Road 5, Malibagh, Dhaka","Village: Pramanikpur, District: Mymensingh",SUST,MSc in CSE,2.98,4,401,Sales Associate,1,Hybrid,2020-09-16,Active,,,25278,,1994-12-12
117,User_117,Fahad Ali,Male,A-,Single,19827295220274,319864014434,8801829002755,fahad.ali48@gmail.com,fahad.ali117@banglabazaar.com,"House 113, Road 6, Uttara, Dhaka","Village: Alipur, District: Rangpur",AUST,MSc in CSE,3.2,3,301,Production Assistant,1,On-Site,2023-05-04,Active,,,16921,,1999-01-27
118,User_118,Sakib Alam,Male,A-,Single,19949201320531,570613644908,8801749668661,sakib.alam22@gmail.com,sakib.alam118@banglabazaar.com,"House 94, Road 11, Rampura, Dhaka","Village: Alampur, District: Chittagong",East West University,B.Com,3.96,3,303,Quality Control Engineer,2,On-Site,2017-11-26,Active,,,49536,677.0,1990-04-02
119,User_119,Nigar Hossain,Female,B+,Single,19883796508574,895762675357,8801742107614,nigar.hossain59@gmail.com,nigar.hossain119@banglabazaar.com,"House 147, Road 10, Rampura, Dhaka","Village: Hossainpur, District: Chittagong",Rajshahi University,B.Com,3.72,6,601,Support Staff,1,On-Site,2016-03-03,Active,,,18163,,1993-08-16
120,User_120,Ritu Patwary,Female,B+,Single,19895962939487,149948128251,8801855655634,ritu.patwary42@gmail.com,ritu.patwary120@banglabazaar.com,"House 51, Road 23, Mohammadpur, Dhaka","Village: Patwarypur, District: Jessore",Chittagong University,BBA,3.74,1,102,Software Engineer,2,Hybrid,2021-12-14,Active,,,62675,125.0,1993-06-11
121,User_121,Meher Howlader,Female,O+,Single,20017622098136,949381528725,8801833573001,meher.howlader50@gmail.com,meher.howlader121@banglabazaar.com,"House 147, Road 7, Mirpur, Dhaka","Village: Howladerpur, District: Noakhali",AIUB,BSS in Economics,2.5,6,601,Support Staff,1,On-Site,2020-04-20,Active,,,17714,,1996-05-08
122,User_122,Karim Chowdhury,Male,A+,Married,19899058594339,457857296888,8801537280624,karim.chowdhury69@gmail.com,karim.chowdhury122@banglabazaar.com,"House 91, Road 19, Badda, Dhaka","Village: Chowdhurypur, District: Sylhet",Dhaka University,MSc in CSE,2.67,6,601,Support Staff,1,On-Site,2020-08-18,Resigned,2023-10-11,Work Pressure,17871,,1994-03-25
123,User_123,Salma Mridha,Female,A+,Married,20011049287172,777615056442,8801584873338,salma.mridha55@gmail.com,salma.mridha123@banglabazaar.com,"House 147, Road 25, Badda, Dhaka","Village: Mridhapur, District: Mymensingh",AUST,BSc in CSE,3.19,1,101,IT Support Specialist,1,Hybrid,2021-12-04,Active,,,33875,,1996-12-24
124,User_124,Fariha Marma,Female,O+,Married,19835431860942,415086309740,8801753269931,fariha.marma93@gmail.com,fariha.marma124@banglabazaar.com,"House 63, Road 9, Mirpur, Dhaka","Village: Marmapur, District: Chittagong",IUB,MBA,2.83,4,402,Sales Executive,2,Hybrid,2021-08-13,Active,,,44781,1104.0,1992-03-20
125,User_125,Tania Islam,Female,B+,Married,19817306352393,783811465696,8801381160001,tania.islam96@gmail.com,tania.islam125@banglabazaar.com,"House 32, Road 23, Rampura, Dhaka","Village: Islampur, District: Faridpur",AUST,MSc in CSE,3.9,1,104,Engineering Manager,4,Hybrid,2020-03-28,Active,,,202573,,1979-04-12
126,User_126,Nadia Sarkar,Female,O+,Married,19877022796078,247553802419,8801977599711,nadia.sarkar77@gmail.com,nadia.sarkar126@banglabazaar.com,"House 53, Road 17, Banani, Dhaka","Village: Sarkarpur, District: Sylhet",AUST,MBA,3.42,4,404,Regional Sales Manager,4,Hybrid,2022-01-08,Active,,,146078,,1981-09-03
127,User_127,Rumana Patwary,Female,A+,Married,19967635307898,515667512336,8801691735567,rumana.patwary55@gmail.com,rumana.patwary127@banglabazaar.com,"House 122, Road 2, Dhanmondi, Dhaka","Village: Patwarypur, District: Comilla",East West University,B.Sc in EEE,3.24,1,102,Software Engineer,2,Hybrid,2019-04-26,Active,,,63520,981.0,1992-05-02
128,User_128,Sanjida Barua,Female,A+,Single,19884899149411,477278337113,8801382628866,sanjida.barua69@gmail.com,sanjida.barua128@banglabazaar.com,"House 104, Road 19, Bashundhara, Dhaka","Village: Baruapur, District: Rajshahi",AIUB,BBA,3.23,3,302,Machine Operator,1,On-Site,2021-12-05,Active,,,27298,,1999-03-15
129,User_129,Kamal Das,Male,A+,Single,20018727260411,525918230868,8801692565023,kamal.das91@gmail.com,kamal.das129@banglabazaar.com,"House 33, Road 16, Mirpur, Dhaka","Village: Daspur, District: Tangail",Rajshahi University,BSc in CSE,3.35,6,601,Support Staff,1,On-Site,2018-10-11,Active,,,17159,,1996-05-14
130,User_130,Rumana Molla,Female,B+,Single,19991287337622,231874899038,8801557008701,rumana.molla54@gmail.com,rumana.molla130@banglabazaar.com,"House 5, Road 1, Mirpur, Dhaka","Village: Mollapur, District: Dhaka",SUST,MBA,2.68,3,301,Production Assistant,1,On-Site,2022-10-14,Active,,,15020,,1995-12-22
131,User_131,Rafiq Patwary,Male,A+,Single,19888540050341,924683452103,8801627611740,rafiq.patwary51@gmail.com,rafiq.patwary131@banglabazaar.com,"House 36, Road 16, Mirpur, Dhaka","Village: Patwarypur, District: Bogra",Rajshahi University,B.Com,2.76,1,103,Senior Software Engineer,3,Hybrid,2022-05-04,Active,,,112510,1219.0,1989-08-15
132,User_132,Nannu Ali,Male,B+,Married,19879870234051,757183639453,8801327298366,nannu.ali37@gmail.com,nannu.ali132@banglabazaar.com,"House 47, Road 23, Banani, Dhaka","Village: Alipur, District: Rangpur",SUST,M.Com,2.7,5,501,Admin Assistant,1,Hybrid,2023-02-26,Active,,,26600,,1999-11-08
133,User_133,Rumana Molla,Female,B+,Single,19982739946601,633665756786,8801847032006,rumana.molla58@gmail.com,rumana.molla133@banglabazaar.com,"House 105, Road 20, Mirpur, Dhaka","Village: Mollapur, District: Chittagong",East West University,BSS in Economics,2.59,1,103,Senior Software Engineer,3,Hybrid,2020-09-14,Active,,,104179,968.0,1990-07-18
134,User_134,Rabeya Uddin,Female,B+,Single,19879075257334,419688565937,8801816457486,rabeya.uddin55@gmail.com,rabeya.uddin134@banglabazaar.com,"House 78, Road 14, Dhanmondi, Dhaka","Village: Uddinpur, District: Pabna",BRAC University,B.Sc in EEE,3.56,1,101,IT Support Specialist,1,Hybrid,2016-08-02,Active,,,33258,,1994-08-02
135,User_135,Pilot Sikder,Male,B+,Divorced,19907043636998,437828227464,8801583179519,pilot.sikder14@gmail.com,pilot.sikder135@banglabazaar.com,"House 73, Road 16, Malibagh, Dhaka","Village: Sikderpur, District: Jessore",IUB,BSc in CSE,3.88,1,104,Engineering Manager,4,Hybrid,2020-10-01,Resigned,2022-03-23,Higher Studies,193962,,1984-12-03
136,User_136,Fatima Sarkar,Female,B+,Married,19831755828050,763582477372,8801928322216,fatima.sarkar28@gmail.com,fatima.sarkar136@banglabazaar.com,"House 93, Road 17, Baridhara, Dhaka","Village: Sarkarpur, District: Pabna",IUB,BBA,3.31,6,602,Senior Technician,2,On-Site,2021-07-14,Active,,,38853,385.0,1993-06-08
137,User_137,Rafiq Dewan,Male,B+,Single,20003474627846,734145080611,8801554880335,rafiq.dewan35@gmail.com,rafiq.dewan137@banglabazaar.com,"House 52, Road 20, Malibagh, Dhaka","Village: Dewanpur, District: Pabna",East West University,B.Com,3.72,4,401,Sales Associate,1,Hybrid,2017-11-20,Active,,,22645,,1993-11-12
138,User_138,Nayeem Patwary,Male,A+,Single,19993471486142,549870047032,8801811345800,nayeem.patwary20@gmail.com,nayeem.patwary138@banglabazaar.com,"House 16, Road 3, Mohammadpur, Dhaka","Village: Patwarypur, District: Tangail",BRAC University,BBA,3.74,1,101,IT Support Specialist,1,Hybrid,2021-12-19,Active,,,31972,,1999-09-13
139,User_139,Farhan Dewan,Male,B+,Married,19975964379002,538557499611,8801560415363,farhan.dewan92@gmail.com,farhan.dewan139@banglabazaar.com,"House 60, Road 8, Malibagh, Dhaka","Village: Dewanpur, District: Comilla",BRAC University,MSc in CSE,3.59,4,404,Regional Sales Manager,4,Hybrid,2015-08-15,Resigned,2017-12-29,Personal Issue,152230,,1975-10-17
140,User_140,Fargana Howlader,Female,O-,Married,19931169091490,245789794948,8801456037888,fargana.howlader15@gmail.com,fargana.howlader140@banglabazaar.com,"House 106, Road 2, Badda, Dhaka","Village: Howladerpur, District: Tangail",North South University,MBA,2.93,4,401,Sales Associate,1,Hybrid,2021-03-29,Active,,,24285,,1994-10-30
